language,File Path,C#ToC++.c++,returncode,input,Expected,actualy
C++,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\JavascriptToC++.c++,JavascriptToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\PascalToC++.c++,PascalToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\JavascriptToC++.c++,JavascriptToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\C#ToC++.c++,C#ToC++.c++,1,nan,usage: please input a non-negative integer,stoull
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\JavascriptToC++.c++,JavascriptToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\PascalToC++.c++,PascalToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\JavascriptToC++.c++,JavascriptToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\JavascriptToC++.c++,JavascriptToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\PascalToC++.c++,PascalToC++.c++,0,nan,usage: please input a non-negative integer,composite
Haskell,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\C#ToHaskell.hs,C#ToHaskell.hs,0,-7,usage: please input a non-negative integer,composite
Haskell,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\C#ToHaskell.hs,C#ToHaskell.hs,0,-7,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\C#ToJava.java,C#ToJava.java,0,-7,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\C#ToJava.java,C#ToJava.java,0,-7,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\C#ToJava.java,C#ToJava.java,0,-7,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\C#ToJava.java,C#ToJava.java,0,-7,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\C#ToJava.java,C#ToJava.java,0,-7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\CToJavascript.js,CToJavascript.js,0,0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\HaskellToJavascript.js,HaskellToJavascript.js,0,0,composite,please input a non-negative integer:
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\C++ToJavascript.js,C++ToJavascript.js,0,0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\HaskellToJavascript.js,HaskellToJavascript.js,0,0,composite,please input a non-negative integer:
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\HaskellToJavascript.js,HaskellToJavascript.js,0,0,composite,please input a non-negative integer:
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\CToJavascript.js,CToJavascript.js,0,0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\HaskellToJavascript.js,HaskellToJavascript.js,0,0,composite,please input a non-negative integer:
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\C#ToJavascript.js,C#ToJavascript.js,1,2,prime,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\C#ToJavascript.js,C#ToJavascript.js,1,2,prime,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\C#ToJavascript.js,C#ToJavascript.js,1,2,prime,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\C#ToJavascript.js,C#ToJavascript.js,1,2,prime,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\C#ToJavascript.js,C#ToJavascript.js,1,2,prime,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\JavaToJavascript.js,JavaToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\C++ToJavascript.js,C++ToJavascript.js,0,a,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\PythonToJavascript.js,PythonToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\JavaToJavascript.js,JavaToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\PythonToJavascript.js,PythonToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\JavaToJavascript.js,JavaToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\PythonToJavascript.js,PythonToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\JavaToJavascript.js,JavaToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\PythonToJavascript.js,PythonToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\C++ToJavascript.js,C++ToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\CToJavascript.js,CToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\HaskellToJavascript.js,HaskellToJavascript.js,0,nan,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\JavaToJavascript.js,JavaToJavascript.js,0,nan,usage: please input a non-negative integer,prime
JavaScript,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\PythonToJavascript.js,PythonToJavascript.js,0,nan,usage: please input a non-negative integer,prime
Python,./Projects/PrimeNumber/Executions1\07-27-2024_13h06m26s\C#ToPython.py,C#ToPython.py,0,-7,usage: please input a non-negative integer,composite
Python,./Projects/PrimeNumber/Executions1\07-27-2024_13h09m23s\C#ToPython.py,C#ToPython.py,0,-7,usage: please input a non-negative integer,composite
Python,./Projects/PrimeNumber/Executions1\07-27-2024_22h01m29s\C#ToPython.py,C#ToPython.py,0,-7,usage: please input a non-negative integer,composite
Python,./Projects/PrimeNumber/Executions1\07-27-2024_22h04m28s\C#ToPython.py,C#ToPython.py,0,-7,usage: please input a non-negative integer,composite
Python,./Projects/PrimeNumber/Executions1\07-27-2024_22h07m17s\C#ToPython.py,C#ToPython.py,0,-7,usage: please input a non-negative integer,composite
