language,File Path,C++ToC#.cs,returncode,input,Expected,actualy
C#,./Projects/HumanEvalX\20\ExecutionsExp14Run1\03-29-2025_15h30m59s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]","[39, 40]"
JavaScript,./Projects/HumanEvalX\20\ExecutionsExp14Run1\03-29-2025_15h30m59s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]",null
C#,./Projects/HumanEvalX\21\ExecutionsExp14Run1\03-29-2025_15h34m23s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0]]","[0.0, 0.25, 0.5, 0.75, 1.0]","[0, 0, 25, 0, 5, 0, 75, 1]"
C#,./Projects/HumanEvalX\21\ExecutionsExp14Run1\03-29-2025_15h34m23s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0]]","[0.0, 0.25, 0.5, 0.75, 1.0]","[0, 0, 25, 0, 5, 0, 75, 1]"
C,./Projects/HumanEvalX\26\ExecutionsExp14Run1\03-29-2025_15h41m38s\PythonToC.c,PythonToC.c,0,"[[1, 2, 3, 4]]","[1, 2, 3, 4]",[]
C,./Projects/HumanEvalX\28\ExecutionsExp14Run1\03-29-2025_15h46m35s\JavascriptToC.c,JavascriptToC.c,0,[[]],,[]
Pascal,./Projects/HumanEvalX\28\ExecutionsExp14Run1\03-29-2025_15h46m35s\PythonToPascal.pas,PythonToPascal.pas,0,"[['x', 'y', 'z']]",xyz,
C,./Projects/HumanEvalX\29\ExecutionsExp14Run1\03-29-2025_15h49m11s\JavascriptToC.c,JavascriptToC.c,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
Haskell,./Projects/HumanEvalX\29\ExecutionsExp14Run1\03-29-2025_15h49m11s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",Error: Invalid list format.
C++,./Projects/HumanEvalX\34\ExecutionsExp14Run1\03-29-2025_15h59m11s\PythonToC++.c++,PythonToC++.c++,0,"[[5, 3, 5, 2, 3, 3, 9, 0, 123]]","[0, 2, 3, 5, 9, 123]",[]
Haskell,./Projects/HumanEvalX\39\ExecutionsExp14Run1\03-29-2025_16h06m07s\JavaToHaskell.hs,JavaToHaskell.hs,0,[1],2,3
C#,./Projects/HumanEvalX\4\ExecutionsExp14Run1\03-29-2025_16h08m13s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.0]]",1e-06,"(6, 666667.0)"
C#,./Projects/HumanEvalX\4\ExecutionsExp14Run1\03-29-2025_16h08m13s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.0]]",1e-06,"(6, 666667.0)"
Pascal,./Projects/HumanEvalX\40\ExecutionsExp14Run1\03-29-2025_16h10m45s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 3, 5, 0]]",False,Invalid input format.
C,./Projects/HumanEvalX\40\ExecutionsExp14Run1\03-29-2025_16h10m45s\PythonToC.c,PythonToC.c,0,"[[1, 3, -2, 1]]",True,False
Haskell,./Projects/HumanEvalX\40\ExecutionsExp14Run1\03-29-2025_16h10m45s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 3, 5, 0]]",False,Invalid input format
C#,./Projects/HumanEvalX\45\ExecutionsExp14Run1\03-29-2025_16h19m30s\C++ToC#.cs,C++ToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp14Run1\03-29-2025_16h19m30s\JavascriptToC#.cs,JavascriptToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp14Run1\03-29-2025_16h19m30s\JavaToC#.cs,JavaToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp14Run1\03-29-2025_16h19m30s\PythonToC#.cs,PythonToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
Haskell,./Projects/HumanEvalX\46\ExecutionsExp14Run1\03-29-2025_16h20m39s\PythonToHaskell.hs,PythonToHaskell.hs,0,[5],4,2
C#,./Projects/HumanEvalX\47\ExecutionsExp14Run1\03-29-2025_16h22m22s\C++ToC#.cs,C++ToC#.cs,0,"[[6, 5]]",5.5,"(5, 5)"
C,./Projects/HumanEvalX\47\ExecutionsExp14Run1\03-29-2025_16h22m22s\JavascriptToC.c,JavascriptToC.c,0,"[[3, 1, 2, 4, 5]]",3,70724197.0
C#,./Projects/HumanEvalX\47\ExecutionsExp14Run1\03-29-2025_16h22m22s\JavaToC#.cs,JavaToC#.cs,0,"[[6, 5]]",5.5,"(5, 5)"
Pascal,./Projects/HumanEvalX\54\ExecutionsExp14Run1\03-29-2025_16h30m45s\JavaToPascal.pas,JavaToPascal.pas,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,TRUE
Pascal,./Projects/HumanEvalX\54\ExecutionsExp14Run1\03-29-2025_16h30m45s\PythonToPascal.pas,PythonToPascal.pas,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,TRUE
Pascal,./Projects/HumanEvalX\56\ExecutionsExp14Run1\03-29-2025_16h33m52s\PythonToPascal.pas,PythonToPascal.pas,0,['<>'],True,TRUE
Pascal,./Projects/HumanEvalX\57\ExecutionsExp14Run1\03-29-2025_16h35m18s\JavaToPascal.pas,JavaToPascal.pas,0,"[[1, 2, 4, 10]]",True,TRUE
Java,./Projects/HumanEvalX\57\ExecutionsExp14Run1\03-29-2025_16h35m18s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 4, 10]]",True,"Error parsing input: For input string: ""[1"""
Haskell,./Projects/HumanEvalX\58\ExecutionsExp14Run1\03-29-2025_16h38m13s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]]","[1, 5, 653]",[]
JavaScript,./Projects/HumanEvalX\68\ExecutionsExp14Run1\03-29-2025_16h57m25s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],"[0, 0]"
C,./Projects/HumanEvalX\68\ExecutionsExp14Run1\03-29-2025_16h57m25s\JavaToC.c,JavaToC.c,0,[[]],[],"[0, 0]"
Haskell,./Projects/HumanEvalX\69\ExecutionsExp14Run1\03-29-2025_17h00m37s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[5, 5, 5, 5, 1]]",1,Invalid input format
C,./Projects/HumanEvalX\7\ExecutionsExp14Run1\03-29-2025_17h03m53s\JavascriptToC.c,JavascriptToC.c,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
Haskell,./Projects/HumanEvalX\7\ExecutionsExp14Run1\03-29-2025_17h03m53s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",Invalid JSON input for the list of strings
Haskell,./Projects/HumanEvalX\7\ExecutionsExp14Run1\03-29-2025_17h03m53s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",Error: Could not parse the input list
Java,./Projects/HumanEvalX\7\ExecutionsExp14Run1\03-29-2025_17h03m53s\PythonToJava.java,PythonToJava.java,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx, xxxAAA, xxx]"
C#,./Projects/HumanEvalX\71\ExecutionsExp14Run1\03-29-2025_17h11m10s\C++ToC#.cs,C++ToC#.cs,0,"[4, 8, 5]",0.01,"(8, 181534)"
Java,./Projects/HumanEvalX\71\ExecutionsExp14Run1\03-29-2025_17h11m10s\JavascriptToJava.java,JavascriptToJava.java,0,"[4, 8, 5]",0.01,"(8, 18)"
C#,./Projects/HumanEvalX\71\ExecutionsExp14Run1\03-29-2025_17h11m10s\JavaToC#.cs,JavaToC#.cs,0,"[4, 8, 5]",0.01,"(8, 18)"
C#,./Projects/HumanEvalX\71\ExecutionsExp14Run1\03-29-2025_17h11m10s\PythonToC#.cs,PythonToC#.cs,0,"[4, 8, 5]",0.01,"(8, 18)"
Haskell,./Projects/HumanEvalX\73\ExecutionsExp14Run1\03-29-2025_17h12m53s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 2, 3, 5, 4, 7, 9, 6]]",4,Invalid input format
C,./Projects/HumanEvalX\74\ExecutionsExp14Run1\03-29-2025_17h15m17s\JavascriptToC.c,JavascriptToC.c,0,"[[], []]",[],
Haskell,./Projects/HumanEvalX\74\ExecutionsExp14Run1\03-29-2025_17h15m17s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['hi', 'admin'], ['hi', 'hi']]","['hi', 'hi']",Error: Could not parse arguments as lists of strings.
Java,./Projects/HumanEvalX\74\ExecutionsExp14Run1\03-29-2025_17h15m17s\PythonToJava.java,PythonToJava.java,0,"[['hi', 'admin'], ['hi', 'hi']]","['hi', 'hi']","[hi, hi]"
Haskell,./Projects/HumanEvalX\75\ExecutionsExp14Run1\03-29-2025_17h18m55s\C++ToHaskell.hs,C++ToHaskell.hs,0,[30],True,False
C++,./Projects/HumanEvalX\79\ExecutionsExp14Run1\03-29-2025_17h22m18s\JavaToC++.c++,JavaToC++.c++,0,[0],db0db,dbdb
Haskell,./Projects/HumanEvalX\8\ExecutionsExp14Run1\03-29-2025_17h23m51s\C++ToHaskell.hs,C++ToHaskell.hs,0,[[]],"[0, 1]","[0, 1, 1]"
C,./Projects/HumanEvalX\8\ExecutionsExp14Run1\03-29-2025_17h23m51s\PythonToC.c,PythonToC.c,0,"[[1, 1, 1]]","[3, 1]","[0, 1]"
Pascal,./Projects/HumanEvalX\8\ExecutionsExp14Run1\03-29-2025_17h23m51s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 1, 1]]","[3, 1]","[0, 1]"
Pascal,./Projects/HumanEvalX\80\ExecutionsExp14Run1\03-29-2025_17h26m37s\JavaToPascal.pas,JavaToPascal.pas,0,['a'],False,FALSE
Pascal,./Projects/HumanEvalX\80\ExecutionsExp14Run1\03-29-2025_17h26m37s\PythonToPascal.pas,PythonToPascal.pas,0,['a'],False,FALSE
C#,./Projects/HumanEvalX\81\ExecutionsExp14Run1\03-29-2025_17h28m04s\C++ToC#.cs,C++ToC#.cs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A+', 'B', 'A+', 'C', 'A+']"
C++,./Projects/HumanEvalX\81\ExecutionsExp14Run1\03-29-2025_17h28m04s\JavascriptToC++.c++,JavascriptToC++.c++,3,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']",
C,./Projects/HumanEvalX\81\ExecutionsExp14Run1\03-29-2025_17h28m04s\JavascriptToC.c,JavascriptToC.c,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['E', 'B', 'C-', 'C', 'A-']"
Java,./Projects/HumanEvalX\81\ExecutionsExp14Run1\03-29-2025_17h28m04s\JavascriptToJava.java,JavascriptToJava.java,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","Error: [4.0, 3, 1.7, 2, 3.5] is not a valid number"
C#,./Projects/HumanEvalX\81\ExecutionsExp14Run1\03-29-2025_17h28m04s\JavaToC#.cs,JavaToC#.cs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A', 'B', 'A', 'C', 'A']"
Haskell,./Projects/HumanEvalX\81\ExecutionsExp14Run1\03-29-2025_17h28m04s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']",Invalid input format
Java,./Projects/HumanEvalX\81\ExecutionsExp14Run1\03-29-2025_17h28m04s\PythonToJava.java,PythonToJava.java,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
Pascal,./Projects/HumanEvalX\82\ExecutionsExp14Run1\03-29-2025_17h32m21s\PythonToPascal.pas,PythonToPascal.pas,0,['Hello'],True,TRUE
C++,./Projects/HumanEvalX\85\ExecutionsExp14Run1\03-29-2025_17h36m45s\PythonToC++.c++,PythonToC++.c++,0,"[[4, 88]]",88,0
C,./Projects/HumanEvalX\85\ExecutionsExp14Run1\03-29-2025_17h36m45s\PythonToC.c,PythonToC.c,0,"[[4, 88]]",88,0
C,./Projects/HumanEvalX\88\ExecutionsExp14Run1\03-29-2025_17h41m29s\C++ToC.c,C++ToC.c,0,"[[2, 4, 3, 0, 1, 5]]","[0, 1, 2, 3, 4, 5]","[1869770866, 1702130529, 541, 541, 2, -1806565040]"
Haskell,./Projects/HumanEvalX\88\ExecutionsExp14Run1\03-29-2025_17h41m29s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[2, 4, 3, 0, 1, 5]]","[0, 1, 2, 3, 4, 5]","[5, 4, 3, 2, 1, 0]"
Haskell,./Projects/HumanEvalX\9\ExecutionsExp14Run1\03-29-2025_17h46m17s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 2, 3, 4]]","[1, 2, 3, 4]",Invalid input format
Haskell,./Projects/HumanEvalX\94\ExecutionsExp14Run1\03-29-2025_17h53m00s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3]]",10,0
Haskell,./Projects/HumanEvalX\96\ExecutionsExp14Run1\03-29-2025_17h56m02s\C++ToHaskell.hs,C++ToHaskell.hs,0,[5],"[2, 3]","[2, 3, 4]"
Haskell,./Projects/HumanEvalX\98\ExecutionsExp14Run1\03-29-2025_17h58m12s\C++ToHaskell.hs,C++ToHaskell.hs,0,['U'],1,0
Pascal,./Projects/HumanEvalX\98\ExecutionsExp14Run1\03-29-2025_17h58m12s\C++ToPascal.pas,C++ToPascal.pas,0,['U'],1,0
Pascal,./Projects/HumanEvalX\98\ExecutionsExp14Run1\03-29-2025_17h58m12s\JavaToPascal.pas,JavaToPascal.pas,0,['aBCdEf'],1,2
Pascal,./Projects/HumanEvalX\98\ExecutionsExp14Run1\03-29-2025_17h58m12s\PythonToPascal.pas,PythonToPascal.pas,0,['aBCdEf'],1,2
C#,./Projects/HumanEvalX\99\ExecutionsExp14Run1\03-29-2025_17h59m33s\C++ToC#.cs,C++ToC#.cs,0,['14.5'],15,145
Haskell,./Projects/HumanEvalX\99\ExecutionsExp14Run1\03-29-2025_17h59m33s\C++ToHaskell.hs,C++ToHaskell.hs,0,['14.5'],15,14
JavaScript,./Projects/HumanEvalX\99\ExecutionsExp14Run1\03-29-2025_17h59m33s\C++ToJavascript.js,C++ToJavascript.js,0,['-15.5'],-16,-15
Python,./Projects/HumanEvalX\99\ExecutionsExp14Run1\03-29-2025_17h59m33s\C++ToPython.py,C++ToPython.py,0,['14.5'],15,14
C#,./Projects/HumanEvalX\99\ExecutionsExp14Run1\03-29-2025_17h59m33s\JavascriptToC#.cs,JavascriptToC#.cs,0,['14.5'],15,145
Python,./Projects/HumanEvalX\99\ExecutionsExp14Run1\03-29-2025_17h59m33s\JavascriptToPython.py,JavascriptToPython.py,0,['-15.5'],-16,-17
C#,./Projects/HumanEvalX\99\ExecutionsExp14Run1\03-29-2025_17h59m33s\JavaToC#.cs,JavaToC#.cs,0,['14.5'],15,145
C#,./Projects/HumanEvalX\99\ExecutionsExp14Run1\03-29-2025_17h59m33s\PythonToC#.cs,PythonToC#.cs,0,['14.5'],15,145
