language,File Path,C++ToJavascript.js,returncode,input,Expected,actualy
Haskell,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h34m23s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 2, 3]]",6,Invalid input!
Haskell,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h35m43s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 2, 3]]",6,0
Haskell,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h01m32s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 2, 3]]",6,"(6, 14, 0, 9, -3, 0, -126, 3030, 0, -14196, -1448)"
Haskell,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h05m02s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 2, 3]]",6,-126
Haskell,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h10m12s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 2, 3]]",6,"6
14
0
9
-3
0
-126
3030
0
-14196
-1448"
Haskell,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h13m28s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 2, 3]]",6,Invalid input
Java,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h30m04s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,-14196
Java,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h34m23s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h55m52s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h57m12s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h58m51s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h58m51s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_00h00m26s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_10h58m29s\C++ToJava.java,C++ToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_10h58m29s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h01m32s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h05m02s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h06m42s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,"6
14
0
9
-3
0
-126
3030
0
-14196
-1448"
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h08m32s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h10m12s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h10m12s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3]]",6,
Java,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h31m35s\PythonToJava.java,PythonToJava.java,0,"[[1, 4, 9]]",14,6
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h03m25s\PythonToJava.java,PythonToJava.java,0,"[[1, 4, 9]]",14,6
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h08m32s\PythonToJava.java,PythonToJava.java,0,"[[1, 4, 9]]",14,6
Java,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h11m41s\PythonToJava.java,PythonToJava.java,0,"[[1, 4, 9]]",14,6
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h03m25s\C++ToJavascript.js,C++ToJavascript.js,0,"[[-1, -1, -1, -1, -1, -1, -1, -1, -1]]",-3,9
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h30m04s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,"6
14
0
9
-3
0
-126
3030
0
-14196
-1448"
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h30m04s\JavaToJavascript.js,JavaToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h30m04s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1, 2, 3]]",6,0
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h31m35s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,30
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h31m35s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1, 2, 3]]",6,0
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h32m55s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,30
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h34m23s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h54m34s\JavaToJavascript.js,JavaToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h57m12s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h58m51s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_00h00m26s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_10h58m29s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,0
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h01m32s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,0
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h01m32s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1, 2, 3]]",6,"Enter a list (e.g. [1, 2, 3]):"
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h05m02s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,"30
734
0
9
9
0
140
844
2
910
181"
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h06m42s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h08m32s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h10m12s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1, 2, 3]]",6,0
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h11m41s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h11m41s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1, 2, 3]]",6,Enter input:
JavaScript,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h13m28s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3]]",6,30
Pascal,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h30m04s\C++ToPascal.pas,C++ToPascal.pas,0,"[[1, 2, 3]]",6,0
Pascal,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h57m12s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 2, 3]]",6,1
Pascal,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h08m32s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 2, 3]]",6,0
Pascal,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h55m52s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 4, 9]]",14,6
Python,./Projects/HumanEvalX/142/Executions6\08-17-2024_23h58m51s\C++ToPython.py,C++ToPython.py,0,"[[1, 2, 3]]",6,
Python,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h01m32s\C++ToPython.py,C++ToPython.py,0,"[[1, 2, 3]]",6,
Python,./Projects/HumanEvalX/142/Executions6\08-18-2024_11h05m02s\C++ToPython.py,C++ToPython.py,0,"[[1, 2, 3]]",6,
