language,File Path,C#ToC++.c++,returncode,input,Expected,actualy
C,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\JavaToC.c,JavaToC.c,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\PascalToC++.c++,PascalToC++.c++,0,-7.0,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_14h56m17s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_14h56m17s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_14h56m17s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\PascalToC++.c++,PascalToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\JavascriptToC++.c++,JavascriptToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
Haskell,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\C++ToHaskell.hs,C++ToHaskell.hs,0,-7.0,usage: please input a non-negative integer,composite
Haskell,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\JavaToHaskell.hs,JavaToHaskell.hs,0,0.0,composite,usage: please input a non-negative integer
Haskell,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\PythonToHaskell.hs,PythonToHaskell.hs,0,6.7,usage: please input a non-negative integer,prime
Haskell,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\PythonToHaskell.hs,PythonToHaskell.hs,0,6.7,usage: please input a non-negative integer,prime
Java,./Projects/PrimeNumber/Executions4\07-31-2024_14h56m17s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_14h56m17s\C++ToJavascript.js,C++ToJavascript.js,0,0.0,composite,"composite
composite
prime
composite
prime
composite
prime
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_14h56m17s\CToJavascript.js,CToJavascript.js,0,0.0,composite,"usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_14h56m17s\PascalToJavascript.js,PascalToJavascript.js,0,0.0,composite,"input: 0
composite
input: 1
composite
input: 2
prime
input: 4
composite
input: 7
prime
input: 4011
composite
input: 3727
prime
input: 
usage: please input a non-negative integer
input: a
usage: please input a non-negative integer
input: 6.7
usage: please input a non-negative integer
input: -7
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\C++ToJavascript.js,C++ToJavascript.js,0,0.0,composite,"input: 0
composite
input: 1
composite
input: 2
prime
input: 4
composite
input: 7
prime
input: 4011
composite
input: 3727
prime
input: 
usage: please input a non-negative integer
input: a
usage: please input a non-negative integer
input: 6.7
usage: please input a non-negative integer
input: -7
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\C#ToJavascript.js,C#ToJavascript.js,0,0.0,composite,"input: 0
composite
input: 1
composite
input: 2
prime
input: 4
composite
input: 7
prime
input: 4011
composite
input: 3727
prime
input: 
usage: please input a non-negative integer
input: a
usage: please input a non-negative integer
input: 6.7
usage: please input a non-negative integer
input: -7
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\C++ToJavascript.js,C++ToJavascript.js,0,0.0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\CToJavascript.js,CToJavascript.js,0,0.0,composite,"input: 0
composite
input: 1
composite
input: 2
prime
input: 4
composite
input: 7
prime
input: 4011
composite
input: 3727
prime
input: 
usage: please input a non-negative integer
input: a
usage: please input a non-negative integer
input: 6.7
usage: please input a non-negative integer
input: -7
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\HaskellToJavascript.js,HaskellToJavascript.js,0,0.0,composite,input a non-negative integer:
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\C++ToJavascript.js,C++ToJavascript.js,0,0.0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\HaskellToJavascript.js,HaskellToJavascript.js,0,0.0,composite,please input a non-negative integer:
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_14h56m17s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\C#ToJavascript.js,C#ToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h09m12s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\C#ToJavascript.js,C#ToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\C#ToJavascript.js,C#ToJavascript.js,0,nan,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h00m32s\HaskellToJavascript.js,HaskellToJavascript.js,0,nan,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h05m01s\JavaToJavascript.js,JavaToJavascript.js,0,nan,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions4\07-31-2024_15h13m58s\JavaToJavascript.js,JavaToJavascript.js,0,nan,usage: please input a non-negative integer,prime
