language,File Path,C++ToC#.cs,returncode,input,Expected,actualy
Pascal,./Projects/HumanEvalX\113\ExecutionsExp13Run1\03-29-2025_13h45m48s\PythonToPascal.pas,PythonToPascal.pas,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],[]
C,./Projects/HumanEvalX\116\ExecutionsExp13Run1\03-29-2025_13h49m15s\JavascriptToC.c,JavascriptToC.c,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[-6, -5, -4, -3, -2]"
Java,./Projects/HumanEvalX\116\ExecutionsExp13Run1\03-29-2025_13h49m15s\JavascriptToJava.java,JavascriptToJava.java,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[-6, -4, -5, -3, -2]"
C++,./Projects/HumanEvalX\116\ExecutionsExp13Run1\03-29-2025_13h49m15s\PythonToC++.c++,PythonToC++.c++,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[-6, -4, -5, -3, -2]"
C,./Projects/HumanEvalX\116\ExecutionsExp13Run1\03-29-2025_13h49m15s\PythonToC.c,PythonToC.c,0,"[[1, 5, 2, 3, 4]]","[1, 2, 4, 3, 5]","[2, 4, 1, 5, 3]"
Java,./Projects/HumanEvalX\116\ExecutionsExp13Run1\03-29-2025_13h49m15s\PythonToJava.java,PythonToJava.java,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[-6, -4, -5, -3, -2]"
JavaScript,./Projects/HumanEvalX\116\ExecutionsExp13Run1\03-29-2025_13h49m15s\PythonToJavascript.js,PythonToJavascript.js,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[-6, -4, -5, -3, -2]"
Pascal,./Projects/HumanEvalX\116\ExecutionsExp13Run1\03-29-2025_13h49m15s\PythonToPascal.pas,PythonToPascal.pas,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[-6, -5, -4, -3, -2]"
C,./Projects/HumanEvalX\118\ExecutionsExp13Run1\03-29-2025_13h53m21s\PythonToC.c,PythonToC.c,0,['bad'],a,
Pascal,./Projects/HumanEvalX\118\ExecutionsExp13Run1\03-29-2025_13h53m21s\PythonToPascal.pas,PythonToPascal.pas,0,['ali'],,a
C,./Projects/HumanEvalX\119\ExecutionsExp13Run1\03-29-2025_13h55m27s\JavascriptToC.c,JavascriptToC.c,1,"[['()(', ')']]",Yes,Usage: ./Projects/HumanEvalX\119\ExecutionsExp13Run1\03-29-2025_13h55m27s\outputC string1 string2
Pascal,./Projects/HumanEvalX\119\ExecutionsExp13Run1\03-29-2025_13h55m27s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[['()(', ')']]",Yes,Error: Two arguments expected
C++,./Projects/HumanEvalX\119\ExecutionsExp13Run1\03-29-2025_13h55m27s\JavaToC++.c++,JavaToC++.c++,0,"[['()(', ')']]",Yes,No
Pascal,./Projects/HumanEvalX\119\ExecutionsExp13Run1\03-29-2025_13h55m27s\JavaToPascal.pas,JavaToPascal.pas,0,"[['()(', ')']]",Yes,Invalid input format
C,./Projects/HumanEvalX\119\ExecutionsExp13Run1\03-29-2025_13h55m27s\PythonToC.c,PythonToC.c,1,"[['()(', ')']]",Yes,Usage: ./Projects/HumanEvalX\119\ExecutionsExp13Run1\03-29-2025_13h55m27s\outputC <string1> <string2>
Haskell,./Projects/HumanEvalX\119\ExecutionsExp13Run1\03-29-2025_13h55m27s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['()(', ')']]",Yes,Invalid input format
Python,./Projects/HumanEvalX\120\ExecutionsExp13Run1\03-29-2025_13h58m32s\C++ToPython.py,C++ToPython.py,0,"[[1, 2, 3, -23, 243, -400, 0], 0]",[],"[-400, -23, 0, 1, 2, 3, 243]"
Haskell,./Projects/HumanEvalX\120\ExecutionsExp13Run1\03-29-2025_13h58m32s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[-3, -4, 5], 3]","[-4, -3, 5]","[5, -3, -4]"
Haskell,./Projects/HumanEvalX\121\ExecutionsExp13Run1\03-29-2025_14h01m33s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[3, 3, 3, 3, 3]]",9,6
Pascal,./Projects/HumanEvalX\121\ExecutionsExp13Run1\03-29-2025_14h01m33s\C++ToPascal.pas,C++ToPascal.pas,0,"[[3, 3, 3, 3, 3]]",9,6
Python,./Projects/HumanEvalX\121\ExecutionsExp13Run1\03-29-2025_14h01m33s\C++ToPython.py,C++ToPython.py,0,"[[3, 3, 3, 3, 3]]",9,6
Haskell,./Projects/HumanEvalX\123\ExecutionsExp13Run1\03-29-2025_14h06m23s\PythonToHaskell.hs,PythonToHaskell.hs,0,[1],[1],"[1, 1]"
JavaScript,./Projects/HumanEvalX\124\ExecutionsExp13Run1\03-29-2025_14h08m46s\C++ToJavascript.js,C++ToJavascript.js,0,['03-32-2011'],False,True
JavaScript,./Projects/HumanEvalX\124\ExecutionsExp13Run1\03-29-2025_14h08m46s\PythonToJavascript.js,PythonToJavascript.js,0,[''],False,True
Pascal,./Projects/HumanEvalX\124\ExecutionsExp13Run1\03-29-2025_14h08m46s\PythonToPascal.pas,PythonToPascal.pas,0,['03-11-2000'],True,TRUE
Haskell,./Projects/HumanEvalX\126\ExecutionsExp13Run1\03-29-2025_14h11m40s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 3, 2, 4, 5]]",False,True
C++,./Projects/HumanEvalX\126\ExecutionsExp13Run1\03-29-2025_14h11m40s\JavaToC++.c++,JavaToC++.c++,0,[[5]],True,False
Pascal,./Projects/HumanEvalX\127\ExecutionsExp13Run1\03-29-2025_14h14m42s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[-3, -1], [-5, 5]]",YES,NO
C++,./Projects/HumanEvalX\127\ExecutionsExp13Run1\03-29-2025_14h14m42s\PythonToC++.c++,PythonToC++.c++,3,"[[1, 2], [2, 3]]",NO,
Haskell,./Projects/HumanEvalX\130\ExecutionsExp13Run1\03-29-2025_14h19m06s\C++ToHaskell.hs,C++ToHaskell.hs,0,[3],"[1, 3, 2.0, 8.0]","[1, 3, 2, 11]"
C#,./Projects/HumanEvalX\130\ExecutionsExp13Run1\03-29-2025_14h19m06s\JavaToC#.cs,JavaToC#.cs,0,[3],"[1, 3, 2.0, 8.0]","(1, 3, 2, 8)"
Haskell,./Projects/HumanEvalX\130\ExecutionsExp13Run1\03-29-2025_14h19m06s\JavaToHaskell.hs,JavaToHaskell.hs,0,[3],"[1, 3, 2.0, 8.0]","[6, 2, 1, 3]"
Haskell,./Projects/HumanEvalX\132\ExecutionsExp13Run1\03-29-2025_14h23m01s\PythonToHaskell.hs,PythonToHaskell.hs,0,['[]]]]]]][[[[[]'],False,True
C#,./Projects/HumanEvalX\133\ExecutionsExp13Run1\03-29-2025_14h25m19s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2, 3]]",14,113
C#,./Projects/HumanEvalX\133\ExecutionsExp13Run1\03-29-2025_14h25m19s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2, 3]]",14,113
C#,./Projects/HumanEvalX\133\ExecutionsExp13Run1\03-29-2025_14h25m19s\PythonToC#.cs,PythonToC#.cs,0,"[[1.0, 2, 3]]",14,113
C,./Projects/HumanEvalX\134\ExecutionsExp13Run1\03-29-2025_14h27m59s\JavaToC.c,JavaToC.c,0,['eeeee e '],False,True
Haskell,./Projects/HumanEvalX\134\ExecutionsExp13Run1\03-29-2025_14h27m59s\JavaToHaskell.hs,JavaToHaskell.hs,0,['eeeee e '],False,True
C++,./Projects/HumanEvalX\134\ExecutionsExp13Run1\03-29-2025_14h27m59s\PythonToC++.c++,PythonToC++.c++,0,['A'],True,False
Java,./Projects/HumanEvalX\134\ExecutionsExp13Run1\03-29-2025_14h27m59s\PythonToJava.java,PythonToJava.java,0,['eeeee e '],False,True
Pascal,./Projects/HumanEvalX\134\ExecutionsExp13Run1\03-29-2025_14h27m59s\PythonToPascal.pas,PythonToPascal.pas,0,['apple'],False,FALSE
C++,./Projects/HumanEvalX\135\ExecutionsExp13Run1\03-29-2025_14h29m37s\JavascriptToC++.c++,JavascriptToC++.c++,0,"[[1, 2, 4, 3, 5]]",3,-1
Java,./Projects/HumanEvalX\135\ExecutionsExp13Run1\03-29-2025_14h29m37s\JavascriptToJava.java,JavascriptToJava.java,0,[[]],-1,"Error parsing input: For input string: """""
C++,./Projects/HumanEvalX\135\ExecutionsExp13Run1\03-29-2025_14h29m37s\PythonToC++.c++,PythonToC++.c++,0,"[[1, 2, 4, 3, 5]]",3,-1
C,./Projects/HumanEvalX\135\ExecutionsExp13Run1\03-29-2025_14h29m37s\PythonToC.c,PythonToC.c,0,"[[1, 2, 4, 3, 5]]",3,-1
C,./Projects/HumanEvalX\139\ExecutionsExp13Run1\03-29-2025_14h33m14s\JavaToC.c,JavaToC.c,0,[7],125411328000,857276416
Java,./Projects/HumanEvalX\14\ExecutionsExp13Run1\03-29-2025_14h34m36s\JavascriptToJava.java,JavascriptToJava.java,0,['asdfgh'],"['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']","[a, as, asd, asdf, asdfg, asdfgh]"
Java,./Projects/HumanEvalX\14\ExecutionsExp13Run1\03-29-2025_14h34m36s\PythonToJava.java,PythonToJava.java,0,['asdfgh'],"['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']","[a, as, asd, asdf, asdfg, asdfgh]"
C,./Projects/HumanEvalX\141\ExecutionsExp13Run1\03-29-2025_14h39m13s\JavascriptToC.c,JavascriptToC.c,0,['final..txt'],No,Yes
C++,./Projects/HumanEvalX\142\ExecutionsExp13Run1\03-29-2025_14h41m39s\PythonToC++.c++,PythonToC++.c++,0,"[[1, 2, 3]]",6,0
Haskell,./Projects/HumanEvalX\145\ExecutionsExp13Run1\03-29-2025_14h46m34s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-1, -11, -12, 1, 11]"
JavaScript,./Projects/HumanEvalX\145\ExecutionsExp13Run1\03-29-2025_14h46m34s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],[0]
Haskell,./Projects/HumanEvalX\145\ExecutionsExp13Run1\03-29-2025_14h46m34s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
C,./Projects/HumanEvalX\145\ExecutionsExp13Run1\03-29-2025_14h46m34s\JavaToC.c,JavaToC.c,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-1, -11, -12, 1, 11]"
Haskell,./Projects/HumanEvalX\145\ExecutionsExp13Run1\03-29-2025_14h46m34s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
C,./Projects/HumanEvalX\145\ExecutionsExp13Run1\03-29-2025_14h46m34s\PythonToC.c,PythonToC.c,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-1, -11, -12, 1, 11]"
Pascal,./Projects/HumanEvalX\146\ExecutionsExp13Run1\03-29-2025_14h50m27s\PythonToPascal.pas,PythonToPascal.pas,0,"[[5, -2, 1, -5]]",0,
C#,./Projects/HumanEvalX\149\ExecutionsExp13Run1\03-29-2025_14h55m26s\C++ToC#.cs,C++ToC#.cs,0,"[['AI', 'ai', 'au']]","['AI', 'ai', 'au']","['ai', 'AI', 'au']"
C,./Projects/HumanEvalX\149\ExecutionsExp13Run1\03-29-2025_14h55m26s\JavascriptToC.c,JavascriptToC.c,0,"[['aa', 'a', 'aaa']]",['aa'],"[""['aa', 'a', 'aaa']""]"
C#,./Projects/HumanEvalX\149\ExecutionsExp13Run1\03-29-2025_14h55m26s\JavaToC#.cs,JavaToC#.cs,0,"[['AI', 'ai', 'au']]","['AI', 'ai', 'au']","['ai', 'AI', 'au']"
C,./Projects/HumanEvalX\149\ExecutionsExp13Run1\03-29-2025_14h55m26s\JavaToC.c,JavaToC.c,0,"[['d', 'dcba', 'abcd', 'a']]","['abcd', 'dcba']","['dcba', 'abcd']"
C,./Projects/HumanEvalX\149\ExecutionsExp13Run1\03-29-2025_14h55m26s\PythonToC.c,PythonToC.c,0,"[['aa', 'a', 'aaa']]",['aa'],"[', ', ', ']"
Haskell,./Projects/HumanEvalX\149\ExecutionsExp13Run1\03-29-2025_14h55m26s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['aa', 'a', 'aaa']]",['aa'],Invalid input format
Java,./Projects/HumanEvalX\149\ExecutionsExp13Run1\03-29-2025_14h55m26s\PythonToJava.java,PythonToJava.java,0,"[['aa', 'a', 'aaa']]",['aa'],[aaa]]
Pascal,./Projects/HumanEvalX\152\ExecutionsExp13Run1\03-29-2025_15h02m16s\JavaToPascal.pas,JavaToPascal.pas,0,"[[1, 2, 3, 4, 5, 1], [1, 2, 3, 4, 2, -2]]","[0, 0, 0, 0, 3, 3]",Expected two list arguments
Haskell,./Projects/HumanEvalX\153\ExecutionsExp13Run1\03-29-2025_15h05m22s\C++ToHaskell.hs,C++ToHaskell.hs,0,"['__HAHA', ['Tab', '123', '781345', '-_-']]",__HAHA.123,__HAHA.-_-
C,./Projects/HumanEvalX\153\ExecutionsExp13Run1\03-29-2025_15h05m22s\JavaToC.c,JavaToC.c,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,Watashi.'eIGHt8OKe'
Haskell,./Projects/HumanEvalX\153\ExecutionsExp13Run1\03-29-2025_15h05m22s\JavaToHaskell.hs,JavaToHaskell.hs,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,Watashi.eIGHt8OKe]
C,./Projects/HumanEvalX\153\ExecutionsExp13Run1\03-29-2025_15h05m22s\PythonToC.c,PythonToC.c,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,Watashi.tEN
Haskell,./Projects/HumanEvalX\153\ExecutionsExp13Run1\03-29-2025_15h05m22s\PythonToHaskell.hs,PythonToHaskell.hs,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,Error: Unable to parse extensions list
Pascal,./Projects/HumanEvalX\157\ExecutionsExp13Run1\03-29-2025_15h11m19s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[3, 4, 5]",True,TRUE
Pascal,./Projects/HumanEvalX\157\ExecutionsExp13Run1\03-29-2025_15h11m19s\PythonToPascal.pas,PythonToPascal.pas,0,"[3, 4, 5]",True,TRUE
C,./Projects/HumanEvalX\158\ExecutionsExp13Run1\03-29-2025_15h12m49s\JavascriptToC.c,JavascriptToC.c,3221226356,"[['name', 'of', 'string']]",string,
Haskell,./Projects/HumanEvalX\158\ExecutionsExp13Run1\03-29-2025_15h12m49s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[['name', 'of', 'string']]",string,Error: Invalid JSON input
C,./Projects/HumanEvalX\158\ExecutionsExp13Run1\03-29-2025_15h12m49s\JavaToC.c,JavaToC.c,3221226356,"[['name', 'of', 'string']]",string,
Pascal,./Projects/HumanEvalX\158\ExecutionsExp13Run1\03-29-2025_15h12m49s\JavaToPascal.pas,JavaToPascal.pas,0,"[['name', 'enam', 'game']]",enam,name
C,./Projects/HumanEvalX\158\ExecutionsExp13Run1\03-29-2025_15h12m49s\PythonToC.c,PythonToC.c,0,"[['name', 'of', 'string']]",string,"['name', 'of', 'string']"
Haskell,./Projects/HumanEvalX\158\ExecutionsExp13Run1\03-29-2025_15h12m49s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['name', 'of', 'string']]",string,Error: Invalid input format
Haskell,./Projects/HumanEvalX\159\ExecutionsExp13Run1\03-29-2025_15h15m57s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[5, 6, 10]","[11, 4]",[11]
C#,./Projects/HumanEvalX\163\ExecutionsExp13Run1\03-29-2025_15h20m55s\JavaToC#.cs,JavaToC#.cs,0,"[2, 10]","[2, 4, 6, 8]","(2, 4, 6, 8)"
C++,./Projects/HumanEvalX\18\ExecutionsExp13Run1\03-29-2025_15h25m12s\JavaToC++.c++,JavaToC++.c++,3,"['', 'x']",0,
C++,./Projects/HumanEvalX\18\ExecutionsExp13Run1\03-29-2025_15h25m12s\PythonToC++.c++,PythonToC++.c++,3,"['', 'x']",0,
C#,./Projects/HumanEvalX\2\ExecutionsExp13Run1\03-29-2025_15h29m52s\C++ToC#.cs,C++ToC#.cs,0,[3.5],0.5,0
C#,./Projects/HumanEvalX\2\ExecutionsExp13Run1\03-29-2025_15h29m52s\JavascriptToC#.cs,JavascriptToC#.cs,0,[3.5],0.5,0
Pascal,./Projects/HumanEvalX\2\ExecutionsExp13Run1\03-29-2025_15h29m52s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[3.5],0.5,Error: Invalid number format
C#,./Projects/HumanEvalX\2\ExecutionsExp13Run1\03-29-2025_15h29m52s\JavaToC#.cs,JavaToC#.cs,0,[3.5],0.5,0
C#,./Projects/HumanEvalX\2\ExecutionsExp13Run1\03-29-2025_15h29m52s\PythonToC#.cs,PythonToC#.cs,0,[3.5],0.5,0
Pascal,./Projects/HumanEvalX\2\ExecutionsExp13Run1\03-29-2025_15h29m52s\PythonToPascal.pas,PythonToPascal.pas,0,[3.5],0.5,"Error: ""3.5"" is an invalid float"
C#,./Projects/HumanEvalX\20\ExecutionsExp13Run1\03-29-2025_15h30m59s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]","[39, 40]"
Pascal,./Projects/HumanEvalX\20\ExecutionsExp13Run1\03-29-2025_15h30m59s\C++ToPascal.pas,C++ToPascal.pas,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]","[0.0, 0.0]"
C#,./Projects/HumanEvalX\20\ExecutionsExp13Run1\03-29-2025_15h30m59s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]","[39, 40]"
C,./Projects/HumanEvalX\20\ExecutionsExp13Run1\03-29-2025_15h30m59s\PythonToC.c,PythonToC.c,1,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]",Invalid input format.
JavaScript,./Projects/HumanEvalX\20\ExecutionsExp13Run1\03-29-2025_15h30m59s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]",null
C#,./Projects/HumanEvalX\21\ExecutionsExp13Run1\03-29-2025_15h34m23s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0]]","[0.0, 0.25, 0.5, 0.75, 1.0]","[0, 0, 25, 0, 5, 0, 75, 1]"
C#,./Projects/HumanEvalX\21\ExecutionsExp13Run1\03-29-2025_15h34m23s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0]]","[0.0, 0.25, 0.5, 0.75, 1.0]","[0, 0, 25, 0, 5, 0, 75, 1]"
C,./Projects/HumanEvalX\21\ExecutionsExp13Run1\03-29-2025_15h34m23s\JavaToC.c,JavaToC.c,0,"[[1.0, 2.0, 3.0, 4.0, 5.0]]","[0.0, 0.25, 0.5, 0.75, 1.0]","[0.0, 0.2, 0.5, 0.8, 1.0]"
C,./Projects/HumanEvalX\26\ExecutionsExp13Run1\03-29-2025_15h41m38s\PythonToC.c,PythonToC.c,0,"[[1, 2, 3, 4]]","[1, 2, 3, 4]",[]
Haskell,./Projects/HumanEvalX\28\ExecutionsExp13Run1\03-29-2025_15h46m35s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['x', 'y', 'z']]",xyz,Error: Could not parse input
Pascal,./Projects/HumanEvalX\28\ExecutionsExp13Run1\03-29-2025_15h46m35s\PythonToPascal.pas,PythonToPascal.pas,0,[[]],,[]
C,./Projects/HumanEvalX\29\ExecutionsExp13Run1\03-29-2025_15h49m11s\JavascriptToC.c,JavascriptToC.c,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
Haskell,./Projects/HumanEvalX\29\ExecutionsExp13Run1\03-29-2025_15h49m11s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",Error: Could not parse the JSON array
Java,./Projects/HumanEvalX\29\ExecutionsExp13Run1\03-29-2025_15h49m11s\PythonToJava.java,PythonToJava.java,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx, xxxAAA, xxx]"
Haskell,./Projects/HumanEvalX\3\ExecutionsExp13Run1\03-29-2025_15h52m35s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 2, -4, 5, 6]]",True,False
C++,./Projects/HumanEvalX\3\ExecutionsExp13Run1\03-29-2025_15h52m35s\JavascriptToC++.c++,JavascriptToC++.c++,3,"[[1, 2, -3, 1, 2, -3]]",False,
C++,./Projects/HumanEvalX\3\ExecutionsExp13Run1\03-29-2025_15h52m35s\PythonToC++.c++,PythonToC++.c++,0,"[[1, 2, -4, 5, 6]]",True,False
Pascal,./Projects/HumanEvalX\31\ExecutionsExp13Run1\03-29-2025_15h57m53s\JavaToPascal.pas,JavaToPascal.pas,0,[6],False,FALSE
C++,./Projects/HumanEvalX\34\ExecutionsExp13Run1\03-29-2025_15h59m11s\PythonToC++.c++,PythonToC++.c++,0,"[[5, 3, 5, 2, 3, 3, 9, 0, 123]]","[0, 2, 3, 5, 9, 123]",[]
C,./Projects/HumanEvalX\39\ExecutionsExp13Run1\03-29-2025_16h06m07s\JavascriptToC.c,JavascriptToC.c,0,[2],3,2
Haskell,./Projects/HumanEvalX\39\ExecutionsExp13Run1\03-29-2025_16h06m07s\JavaToHaskell.hs,JavaToHaskell.hs,0,[1],2,3
C#,./Projects/HumanEvalX\4\ExecutionsExp13Run1\03-29-2025_16h08m13s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.0]]",1e-06,"(6, 666667)"
C#,./Projects/HumanEvalX\4\ExecutionsExp13Run1\03-29-2025_16h08m13s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.0]]",1e-06,"(6, 66666666666667)"
C,./Projects/HumanEvalX\4\ExecutionsExp13Run1\03-29-2025_16h08m13s\PythonToC.c,PythonToC.c,1,"[[1.0, 2.0, 3.0]]",1e-06,Error: Could not parse input array or array is empty.
