language,File Path,C#ToC++.c++,returncode,input,Expected,actualy
C,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\PythonToC.c,PythonToC.c,0,nan,usage: please input a non-negative integer,composite
C,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\JavascriptToC.c,JavascriptToC.c,0,nan,usage: please input a non-negative integer,composite
C,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\JavaToC.c,JavaToC.c,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\HaskellToC++.c++,HaskellToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\C#ToC++.c++,C#ToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\JavaToC++.c++,JavaToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\PythonToC++.c++,PythonToC++.c++,0,6.7,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\JavascriptToC++.c++,JavascriptToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\PascalToC++.c++,PascalToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\JavaToC++.c++,JavaToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\PascalToC++.c++,PascalToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\PascalToC++.c++,PascalToC++.c++,0,nan,usage: please input a non-negative integer,composite
C++,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\PascalToC++.c++,PascalToC++.c++,0,nan,usage: please input a non-negative integer,composite
Haskell,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\C#ToHaskell.hs,C#ToHaskell.hs,0,-7.0,usage: please input a non-negative integer,composite
Haskell,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\C#ToHaskell.hs,C#ToHaskell.hs,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\C#ToJava.java,C#ToJava.java,0,-7.0,usage: please input a non-negative integer,composite
Java,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\HaskellToJava.java,HaskellToJava.java,0,0.0,composite,please input a non-negative integer: usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\C++ToJavascript.js,C++ToJavascript.js,0,0.0,composite,"input: 0
composite
input: 1
composite
input: 2
prime
input: 4
composite
input: 7
prime
input: 4011
composite
input: 3727
prime
input: 
usage: please input a non-negative integer
input: a
usage: please input a non-negative integer
input: 6.7
usage: please input a non-negative integer
input: -7
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\CToJavascript.js,CToJavascript.js,0,0.0,composite,"input: 
usage: please input a non-negative integer
input: a
usage: please input a non-negative integer
input: 6.7
usage: please input a non-negative integer
input: -7
usage: please input a non-negative integer
input: 0
composite
input: 1
composite
input: 2
prime
input: 4
composite
input: 7
prime
input: 4011
composite
input: 3727
prime"
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\C#ToJavascript.js,C#ToJavascript.js,0,0.0,composite,"composite
composite
prime
composite
prime
composite
prime
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\CToJavascript.js,CToJavascript.js,0,0.0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\PascalToJavascript.js,PascalToJavascript.js,0,0.0,composite,"composite
composite
prime
composite
prime
composite
prime
composite
usage: please input a non-negative integer
usage: please input a non-negative integer
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\C++ToJavascript.js,C++ToJavascript.js,0,0.0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\CToJavascript.js,CToJavascript.js,0,0.0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\C#ToJavascript.js,C#ToJavascript.js,1,0.0,composite,"composite
composite
prime
composite
prime
composite
prime
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\C++ToJavascript.js,C++ToJavascript.js,0,0.0,composite,usage: please input a non-negative integer
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\C++ToJavascript.js,C++ToJavascript.js,0,0.0,composite,"input: 0, expected output:
composite
input: 1, expected output:
composite
input: 2, expected output:
prime
input: 4, expected output:
composite
input: 7, expected output:
prime
input: 4011, expected output:
composite
input: 3727, expected output:
prime
input: , expected output:
usage: please input a non-negative integer
input: a, expected output:
usage: please input a non-negative integer
input: 6.7, expected output:
usage: please input a non-negative integer
input: -7, expected output:
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\PascalToJavascript.js,PascalToJavascript.js,0,0.0,composite,"input: 0, expected output:
composite
input: 1, expected output:
composite
input: 2, expected output:
prime
input: 4, expected output:
composite
input: 7, expected output:
prime
input: 4011, expected output:
composite
input: 3727, expected output:
prime
input: , expected output:
usage: please input a non-negative integer
input: a, expected output:
usage: please input a non-negative integer
input: 6.7, expected output:
composite
input: -7, expected output:
usage: please input a non-negative integer"
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h27m21s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h31m36s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\PascalToJavascript.js,PascalToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\C#ToJavascript.js,C#ToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h43m21s\PythonToJavascript.js,PythonToJavascript.js,0,6.7,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\HaskellToJavascript.js,HaskellToJavascript.js,0,nan,usage: please input a non-negative integer,composite
JavaScript,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\JavaToJavascript.js,JavaToJavascript.js,0,nan,usage: please input a non-negative integer,composite
Python,./Projects/PrimeNumber/Executions3\07-30-2024_21h39m30s\C#ToPython.py,C#ToPython.py,0,-7.0,usage: please input a non-negative integer,composite
Python,./Projects/PrimeNumber/Executions3\07-30-2024_21h35m30s\C#ToPython.py,C#ToPython.py,0,0.0,composite,enter a non-negative integer: usage: please input a non-negative integer
